"state","year","constituency","constituency_url","afd","cdu","gruene","spd","fdp","die_linke","csu"
"Mecklenburg-Vorpommern",2021,"4 Hansestadt Rostock I","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=4 Hansestadt Rostock I",15.8,11.7,9.3,37.4,5.5,14.9,NA
"Mecklenburg-Vorpommern",2021,"5 Hansestadt Rostock II","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=5 Hansestadt Rostock II",13.1,9.1,8.5,39.4,5.5,16.7,NA
"Mecklenburg-Vorpommern",2021,"6 Hansestadt Rostock III","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=6 Hansestadt Rostock III",8.1,10.4,16.7,30.6,5.8,20.5,NA
"Mecklenburg-Vorpommern",2021,"7 Hansestadt Rostock IV","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=7 Hansestadt Rostock IV",11.3,14.1,15.3,30.1,7.4,13.9,NA
"Mecklenburg-Vorpommern",2021,"8 Schwerin I","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=8 Schwerin I",11.2,11.8,8.2,46.4,6.1,9.8,NA
"Mecklenburg-Vorpommern",2021,"9 Schwerin II","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=9 Schwerin II",17.5,12.1,6.5,38.6,6.6,13.4,NA
"Mecklenburg-Vorpommern",2021,"10 Wismar","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=10 Wismar",12.8,12.4,8.4,43.4,7.3,9.8,NA
"Mecklenburg-Vorpommern",2021,"11 Landkreis Rostock I","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=11 Landkreis Rostock I",16.6,16.6,5.7,38.5,6.6,9.8,NA
"Mecklenburg-Vorpommern",2021,"12 Landkreis Rostock II","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=12 Landkreis Rostock II",16.2,16.7,7.1,34.2,8.4,11.4,NA
"Mecklenburg-Vorpommern",2021,"13 Mecklenburgische Seenplatte I-Vorpommern-Greifswald I","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=13 Mecklenburgische Seenplatte I-Vorpommern-Greifswald I",27.4,26.5,3.2,25.6,4.8,10,NA
"Mecklenburg-Vorpommern",2021,"14 Mecklenburgische Seenplatte II","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=14 Mecklenburgische Seenplatte II",22.6,21.4,2.1,34.3,6.1,9.4,NA
"Mecklenburg-Vorpommern",2021,"15 Landkreis Rostock III","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=15 Landkreis Rostock III",22.3,20.1,4.6,33,6,10.1,NA
"Mecklenburg-Vorpommern",2021,"16 Landkreis Rostock IV","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=16 Landkreis Rostock IV",19.4,16.8,4.4,39.4,7,8.8,NA
"Mecklenburg-Vorpommern",2021,"17 Ludwigslust-Parchim I","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=17 Ludwigslust-Parchim I",14.8,11.6,4.1,51.5,5.2,8.7,NA
"Mecklenburg-Vorpommern",2021,"18 Ludwigslust-Parchim II","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=18 Ludwigslust-Parchim II",16.5,19,3.9,38.7,7.7,10.5,NA
"Mecklenburg-Vorpommern",2021,"19 Ludwigslust-Parchim III","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=19 Ludwigslust-Parchim III",18.8,15.4,3.3,33.3,6.6,13.4,NA
"Mecklenburg-Vorpommern",2021,"20 Mecklenburgische Seenplatte III","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=20 Mecklenburgische Seenplatte III",18.9,20.1,4.4,35.5,5.8,11.5,NA
"Mecklenburg-Vorpommern",2021,"21 Mecklenburgische Seenplatte IV","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=21 Mecklenburgische Seenplatte IV",18.4,14.8,6.5,37.5,5.7,12,NA
"Mecklenburg-Vorpommern",2021,"22 Mecklenburgische Seenplatte V","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=22 Mecklenburgische Seenplatte V",24,18.4,3.1,29.4,5.5,12.1,NA
"Mecklenburg-Vorpommern",2021,"23 Vorpommern-Rügen I","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=23 Vorpommern-Rügen I",17.8,24.3,5.4,30.4,5.2,11.2,NA
"Mecklenburg-Vorpommern",2021,"24 Vorpommern-Rügen II-Stralsund III","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=24 Vorpommern-Rügen II-Stralsund III",22.7,33.1,4.1,22.7,5.5,9.5,NA
"Mecklenburg-Vorpommern",2021,"25 Vorpommern-Rügen III-Stralsund I","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=25 Vorpommern-Rügen III-Stralsund I",22.3,17.5,4.9,31.4,6,10.4,NA
"Mecklenburg-Vorpommern",2021,"26 Stralsund II","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=26 Stralsund II",16.2,16.9,11,25.5,9,11.3,NA
"Mecklenburg-Vorpommern",2021,"27 Nordwestmecklenburg I","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=27 Nordwestmecklenburg I",15.2,17,6.1,38.3,5.1,15.2,NA
"Mecklenburg-Vorpommern",2021,"28 Nordwestmecklenburg II","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=28 Nordwestmecklenburg II",18.3,16.5,6.1,34.7,6.2,11.3,NA
"Mecklenburg-Vorpommern",2021,"29 Vorpommern-Greifswald II","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=29 Vorpommern-Greifswald II",23.6,20.1,4.1,28.2,9.4,8.6,NA
"Mecklenburg-Vorpommern",2021,"30 Vorpommern-Greifswald III","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=30 Vorpommern-Greifswald III",25.5,23.1,3.9,27.9,5.7,7.9,NA
"Mecklenburg-Vorpommern",2021,"31 Ludwigslust-Parchim IV","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=31 Ludwigslust-Parchim IV",19.6,19.3,3.3,35.1,5,10.7,NA
"Mecklenburg-Vorpommern",2021,"32 Ludwigslust-Parchim V","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=32 Ludwigslust-Parchim V",17.4,16.2,5.9,34.6,6.2,11.8,NA
"Mecklenburg-Vorpommern",2021,"33 Vorpommern-Rügen IV","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=33 Vorpommern-Rügen IV",20.8,25,4.8,27.4,5.2,11.3,NA
"Mecklenburg-Vorpommern",2021,"34 Vorpommern-Rügen V","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=34 Vorpommern-Rügen V",19.7,21.7,5.9,31,5.9,10.8,NA
"Mecklenburg-Vorpommern",2021,"35 Vorpommern-Greifswald IV","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=35 Vorpommern-Greifswald IV",28,15.2,2.3,36.8,4.8,8.1,NA
"Mecklenburg-Vorpommern",2021,"36 Vorpommern-Greifswald V","https://www.election.de/cgi-bin/showcandres_mv21.pl?land=mv21&karte=mv21e&wahlkreis=36 Vorpommern-Greifswald V",26.8,23.5,2.6,30.6,4.7,9.2,NA
"North Rhine-Westphalia",2017,"1 Aachen I","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=1 Aachen I",3.6,32.7,9.4,36.1,8.9,5.9,NA
"North Rhine-Westphalia",2017,"2 Aachen II","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=2 Aachen II",4.6,35.8,8.6,34.8,7.5,6.1,NA
"North Rhine-Westphalia",2017,"3 Aachen III","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=3 Aachen III",6,36.2,4.1,40,7.7,3.8,NA
"North Rhine-Westphalia",2017,"4 Aachen IV","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=4 Aachen IV",5.6,38.2,5,38.6,7.3,3.5,NA
"North Rhine-Westphalia",2017,"5 Rhein-Erft-Kreis I","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=5 Rhein-Erft-Kreis I",6.2,40.1,4.3,36,8.2,3.5,NA
"North Rhine-Westphalia",2017,"6 Rhein-Erft-Kreis II","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=6 Rhein-Erft-Kreis II",NA,44.2,4.7,34.2,9.2,5,NA
"North Rhine-Westphalia",2017,"7 Rhein-Erft-Kreis III","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=7 Rhein-Erft-Kreis III",6.9,37.1,5,35,9.4,3.7,NA
"North Rhine-Westphalia",2017,"8 Euskirchen I","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=8 Euskirchen I",6.4,41.5,4.6,33.5,10,4.1,NA
"North Rhine-Westphalia",2017,"9 Heinsberg I","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=9 Heinsberg I",5,49.2,4.5,27.4,7.7,3.5,NA
"North Rhine-Westphalia",2017,"10 Heinsberg II","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=10 Heinsberg II",5.8,44.6,7.2,29.1,7.9,3.6,NA
"North Rhine-Westphalia",2017,"11 Düren I","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=11 Düren I",5.8,41.5,4.3,35.3,7.2,3.6,NA
"North Rhine-Westphalia",2017,"12 Düren II-Euskirchen II","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=12 Düren II-Euskirchen II",6.4,44,5.1,30.2,8.7,4.1,NA
"North Rhine-Westphalia",2017,"13 Köln I","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=13 Köln I",3.9,34.3,12.2,28.6,9.3,7,NA
"North Rhine-Westphalia",2017,"14 Köln II","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=14 Köln II",3.2,37,10.7,29,10.9,6.8,NA
"North Rhine-Westphalia",2017,"15 Köln III","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=15 Köln III",4.6,21.7,17.8,32.8,7.6,9.8,NA
"North Rhine-Westphalia",2017,"16 Köln IV","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=16 Köln IV",7.3,34.2,6.7,34.3,8.3,6,NA
"North Rhine-Westphalia",2017,"17 Köln V","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=17 Köln V",7.6,36.1,5.5,35.5,7.2,5,NA
"North Rhine-Westphalia",2017,"18 Köln VI","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=18 Köln VI",5.8,26.5,12.9,32.1,8.9,9.9,NA
"North Rhine-Westphalia",2017,"19 Köln VII","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=19 Köln VII",6.8,26.5,8.2,38.3,8.2,7.7,NA
"North Rhine-Westphalia",2017,"20 Leverkusen","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=20 Leverkusen",7.1,36.1,5.3,33.6,8.6,4.2,NA
"North Rhine-Westphalia",2017,"21 Rheinisch-Bergischer Kreis I","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=21 Rheinisch-Bergischer Kreis I",5.5,41,6.8,30.8,10,4.4,NA
"North Rhine-Westphalia",2017,"22 Rheinisch-Bergischer Kreis II","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=22 Rheinisch-Bergischer Kreis II",5.9,47,5.3,28.3,8.5,3.2,NA
"North Rhine-Westphalia",2017,"23 Oberbergischer Kreis I","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=23 Oberbergischer Kreis I",5.6,47.8,4.9,30,6.5,3.7,NA
"North Rhine-Westphalia",2017,"24 Oberbergischer Kreis II","https://www.election.de/cgi-bin/showcandres_nw17.pl?land=nw17&wahlkreis=24 Oberbergischer Kreis II",6.9,44.5,5,30.6,7.8,4.1,NA
